Latitude,Longitude,Feature_ID,Village,nitrogen_N_2023-24,phosphorus_P_2023-24,potassium_K_2023-24,organic_carbon_OC_2023-24,pH_2023-24,EC_2023-24,sulphur_S_2023-24,zinc_Zn_2023-24,iron_Fe_2023-24,copper_Cu_2023-24,manganese_Mn_2023-24,boron_B_2023-24,nitrogen_N_2024-25,phosphorus_P_2024-25,potassium_K_2024-25,organic_carbon_OC_2024-25,pH_2024-25,EC_2024-25,sulphur_S_2024-25,zinc_Zn_2024-25,iron_Fe_2024-25,copper_Cu_2024-25,manganese_Mn_2024-25,boron_B_2024-25,nitrogen_N_2025-26,phosphorus_P_2025-26,potassium_K_2025-26,organic_carbon_OC_2025-26,pH_2025-26,EC_2025-26,sulphur_S_2025-26,zinc_Zn_2025-26,iron_Fe_2025-26,copper_Cu_2025-26,manganese_Mn_2025-26,boron_B_2025-26
14.222000,79.892000,28_515_shc_2023-24.5895,Manubolu,100.0,14.0,435.0,0.42,8.5,0.46,170.0,0.68,8.36,0.84,8.9,2.1,,,,,,,,,,,,,,,,,,,,,,,,
14.225000,79.995000,28_515_shc_2023-24.7495,Pudiparthi,226.0,16.0,46.0,1.0,7.5,2.0,14.0,0.4,10.4,3.2,3.5,0.15,,,,,,,,,,,,,,,,,,,,,,,,
14.228000,79.998000,28_515_shc_2023-24.7499,Pudiparthi,125.0,11.0,72.0,1.57,7.5,1.1,19.0,0.06,9.8,0.54,1.3,0.15,,,,,,,,,,,,,,,,,,,,,,,,
14.235000,79.545000,28_515_shc_2024-25.9627,Rapur,,,,,,,,,,,,,176.0,1.0,148.0,0.64,8.12,0.15,26.0,0.46,17.81,0.82,5.26,0.18,,,,,,,,,,,,
14.235000,79.605000,28_515_shc_2025-26.2061,Gilakapadu,,,,,,,,,,,,,,,,,,,,,,,,,50.0,19.2,620.7,0.33,7.56,0.12,35.02,0.28,7.33,0.18,1.49,0.44
14.232000,79.742000,28_515_shc_2023-24.5025,Molakalapundla,88.0,3.0,91.0,0.31,9.7,4.6,31.0,0.41,3.24,0.03,12.87,0.08,,,,,,,,,,,,,,,,,,,,,,,,
14.232000,79.742000,28_515_shc_2023-24.5258,Utukur,38.0,1.0,228.0,0.4,9.1,0.48,31.0,0.14,6.38,0.02,12.14,0.04,,,,,,,,,,,,,,,,,,,,,,,,
14.232000,79.858000,28_515_shc_2024-25.9757,Vadlapudi,,,,,,,,,,,,,188.0,8.0,284.0,0.9,7.83,4.24,2.0,0.16,7.21,0.21,2.34,0.63,,,,,,,,,,,,
14.232000,79.858000,28_515_shc_2024-25.9799,Vadlapudi,,,,,,,,,,,,,213.0,138.0,187.0,1.05,8.67,1.28,5.0,0.84,4.36,0.42,7.24,0.25,,,,,,,,,,,,
14.232000,79.872000,28_515_shc_2023-24.5023,JATLAKONDURU,113.0,56.0,182.0,0.38,8.2,0.5,57.0,0.1,15.5,1.08,5.62,0.11,,,,,,,,,,,,,,,,,,,,,,,,
14.232000,79.872000,28_515_shc_2023-24.7118,JATLAKONDURU,100.0,12.0,286.0,0.15,8.5,0.23,35.0,0.48,6.74,0.38,7.04,1.96,,,,,,,,,,,,,,,,,,,,,,,,
14.232000,79.962000,28_515_shc_2023-24.7507,Edagali,163.0,85.0,280.0,1.2,7.1,0.4,12.0,0.42,21.0,0.7,2.6,0.08,,,,,,,,,,,,,,,,,,,,,,,,
14.232000,80.042000,28_515_shc_2024-25.16267,Epuru Bit-I-A,,,,,,,,,,,,,75.0,26.2,109.8,0.3,7.44,1.83,17.6,0.46,6.38,0.14,2.86,1.2,,,,,,,,,,,,
14.232000,80.052000,28_515_shc_2023-24.6877,Epuru Bit-I-A,226.0,40.0,195.0,0.38,7.4,0.6,19.0,0.08,15.4,0.51,4.9,0.04,188.0,34.9,206.6,0.9,8.15,0.1,22.8,0.16,7.18,0.14,21.81,0.72,,,,,,,,,,,,
14.248000,79.852000,28_515_shc_2024-25.835,Madamanuru,,,,,,,,,,,,,251.0,35.0,90.0,0.82,7.71,0.65,72.0,0.68,9.18,0.86,29.6,0.18,,,,,,,,,,,,
14.248000,79.852000,28_515_shc_2024-25.4963,Madamanuru,50.0,23.0,137.0,0.58,7.6,1.4,90.0,0.16,10.4,0.31,4.1,0.11,213.0,164.0,562.0,0.53,7.66,0.79,51.0,0.68,8.18,1.01,14.14,0.09,,,,,,,,,,,,
14.248000,79.852000,28_515_shc_2024-25.4998,Madamanuru,138.0,17.0,371.0,0.21,8.4,0.4,90.0,0.54,10.4,1.62,5.6,0.42,238.0,129.0,329.0,0.46,7.69,0.76,33.0,0.88,7.36,0.56,7.38,0.44,,,,,,,,,,,,
14.248000,79.852000,28_515_shc_2024-25.5144,Madamanuru,,,,,,,,,,,,,238.0,129.0,329.0,0.46,7.69,0.76,33.0,0.88,7.36,0.56,7.38,0.44,,,,,,,,,,,,
14.248000,79.852000,28_515_shc_2024-25.5160,Madamanuru,63.0,2.0,91.0,0.78,8.1,0.3,19.0,0.2,2.17,1.35,5.72,0.04,163.0,138.0,181.0,0.76,7.71,0.64,61.0,1.16,8.98,1.07,36.44,0.31,,,,,,,,,,,,
14.248000,79.852000,28_515_shc_2024-25.20676,Madamanuru,,,,,,,,,,,,,201.0,164.0,303.0,0.69,7.69,0.62,77.0,0.72,7.24,0.72,10.41,0.28,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.21637,Edagali,,,,,,,,,,,,,125.0,100.0,90.4,0.1,6.81,1.44,1.8,0.28,9.14,0.38,4.38,0.6,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.21641,Edagali,,,,,,,,,,,,,238.0,164.0,142.1,0.62,7.13,0.12,26.4,0.18,7.14,0.21,7.18,0.28,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.21642,Edagali,,,,,,,,,,,,,176.0,25.0,148.5,0.14,7.81,0.1,5.3,0.21,4.24,0.41,3.28,0.54,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.21646,Edagali,,,,,,,,,,,,,226.0,164.0,96.9,0.2,8.02,0.1,19.3,0.14,5.38,0.44,8.36,0.54,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.21647,Edagali,,,,,,,,,,,,,213.0,62.0,335.8,0.31,7.98,0.81,1.8,0.38,6.42,0.28,6.16,0.98,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.21652,Edagali,,,,,,,,,,,,,213.0,17.0,200.2,0.31,6.81,0.37,1.8,0.14,7.24,0.54,7.14,0.22,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.21908,Edagali,,,,,,,,,,,,,201.0,51.0,103.3,0.77,7.75,5.22,40.4,0.72,4.26,0.28,6.18,0.25,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.21920,Edagali,,,,,,,,,,,,,238.0,16.0,51.7,0.08,7.74,6.29,19.3,0.36,5.38,0.14,4.38,2.11,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.22547,Edagali,,,,,,,,,,,,,188.0,89.0,400.3,0.62,7.62,0.17,19.3,0.38,7.18,0.38,8.14,0.16,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.22555,Edagali,,,,,,,,,,,,,213.0,99.0,155.0,0.38,7.06,1.23,26.4,0.21,10.18,0.48,9.36,0.19,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.22556,Edagali,,,,,,,,,,,,,88.0,164.0,161.4,0.14,6.89,1.35,12.3,0.18,8.32,0.38,6.14,0.06,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.22557,Edagali,,,,,,,,,,,,,188.0,8.0,129.1,0.15,6.86,1.21,5.3,0.26,9.31,0.28,7.14,0.44,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.22558,Edagali,,,,,,,,,,,,,188.0,164.0,83.9,0.62,6.96,0.92,19.3,0.42,9.38,0.14,5.18,0.22,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.22561,Edagali,,,,,,,,,,,,,163.0,70.0,187.3,1.2,6.88,1.28,12.3,0.46,5.26,0.26,3.16,0.13,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.22567,Edagali,,,,,,,,,,,,,213.0,127.0,213.1,0.22,6.91,1.26,12.3,0.18,9.16,0.21,2.41,0.22,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.22572,Edagali,,,,,,,,,,,,,88.0,129.0,148.5,0.41,6.98,1.05,12.3,0.21,7.28,0.16,7.14,0.09,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.22573,Edagali,,,,,,,,,,,,,176.0,52.0,148.5,0.31,7.34,0.21,1.8,0.46,8.36,0.52,8.38,0.25,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.22574,Edagali,,,,,,,,,,,,,213.0,164.0,316.4,0.34,7.21,0.23,10.5,0.52,6.14,0.68,9.14,0.47,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.22578,Edagali,,,,,,,,,,,,,176.0,164.0,77.5,0.18,6.94,1.19,12.3,0.26,7.28,0.14,4.38,0.47,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.22579,Edagali,,,,,,,,,,,,,213.0,52.0,161.4,0.27,6.21,0.31,1.8,0.36,8.14,0.26,7.21,0.44,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.22580,Edagali,,,,,,,,,,,,,188.0,147.0,109.8,0.27,6.86,1.14,14.1,0.14,5.14,0.24,5.38,0.28,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.22583,Edagali,,,,,,,,,,,,,376.0,138.0,83.9,0.15,8.42,0.15,19.3,0.32,9.18,0.46,8.36,0.44,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.22588,Edagali,,,,,,,,,,,,,176.0,164.0,219.5,0.22,6.83,1.37,19.3,0.38,3.21,0.18,2.89,0.57,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.22589,Edagali,,,,,,,,,,,,,213.0,99.0,161.4,0.89,7.82,0.1,26.4,0.36,6.18,0.28,9.14,0.35,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.22594,Edagali,,,,,,,,,,,,,151.0,60.0,142.1,0.89,8.41,1.21,5.3,0.18,8.14,0.16,4.28,0.06,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.22603,Edagali,,,,,,,,,,,,,188.0,137.0,116.2,0.68,6.81,1.08,26.4,0.41,9.14,0.36,4.18,0.25,,,,,,,,,,,,
14.248000,79.962000,28_515_shc_2024-25.22605,Edagali,,,,,,,,,,,,,163.0,52.0,83.9,0.62,6.89,1.12,5.3,0.8,10.3,0.42,5.36,4.32,,,,,,,,,,,,
14.242000,80.052000,28_515_shc_2024-25.1669,Epuru Bit-I-A,,,,,,,,,,,,,113.0,55.7,90.4,1.33,8.11,0.49,10.5,0.56,7.21,0.24,8.68,1.86,,,,,,,,,,,,
14.255000,79.595000,28_515_shc_2025-26.4702,Gandurupalle,,,,,,,,,,,,,,,,,,,,,,,,,113.0,46.08,620.7,0.34,6.33,0.01,94.56,0.28,5.33,0.37,1.35,0.25
14.255000,79.595000,28_515_shc_2025-26.4855,Gandurupalle,,,,,,,,,,,,,,,,,,,,,,,,,75.0,3.8,620.7,0.46,7.8,0.23,80.55,0.26,4.11,0.07,2.17,0.57
14.255000,79.595000,28_515_shc_2025-26.4904,Gandurupalle,125.0,16.0,65.0,0.49,6.4,0.6,57.0,0.42,20.6,1.39,2.52,0.27,,,,,,,,,,,,,213.0,23.0,620.7,0.34,7.74,0.21,66.54,0.01,7.52,0.17,1.33,3.14
14.252000,79.642000,28_515_shc_2023-24.5486,Chuttupalem,188.0,91.0,20.0,1.25,8.2,0.4,40.0,0.64,8.18,0.08,8.26,0.15,,,,,,,,,,,,,,,,,,,,,,,,
14.255000,79.955000,28_515_shc_2024-25.21561,Idimepalle,,,,,,,,,,,,,113.0,94.0,206.6,0.27,8.57,0.48,1.8,0.38,50.14,0.62,90.26,0.44,,,,,,,,,,,,
14.255000,79.955000,28_515_shc_2024-25.21754,Idimepalle,,,,,,,,,,,,,163.0,57.0,155.0,0.12,8.61,0.48,1.8,0.38,6.14,0.72,6.38,0.28,,,,,,,,,,,,
14.255000,79.955000,28_515_shc_2024-25.21756,Idimepalle,,,,,,,,,,,,,238.0,10.0,219.5,0.1,8.64,0.13,8.8,0.16,7.38,0.38,7.21,0.35,,,,,,,,,,,,
14.255000,79.955000,28_515_shc_2024-25.22397,Idimepalle,,,,,,,,,,,,,188.0,25.0,387.4,0.27,7.92,0.56,54.5,0.24,5.38,0.26,5.38,1.1,,,,,,,,,,,,
14.252000,79.972000,28_515_shc_2023-24.7510,Idimepalle,63.0,4.0,650.0,0.02,7.4,0.3,14.0,0.92,21.4,0.58,10.4,1.1,,,,,,,,,,,,,,,,,,,,,,,,
14.258000,80.032000,28_515_shc_2024-25.22269,Epuru Bit - II (G V R Palem),,,,,,,,,,,,,100.0,104.0,135.6,0.15,8.11,0.89,1.8,0.42,7.28,0.46,7.21,0.28,,,,,,,,,,,,
14.258000,80.032000,28_515_shc_2024-25.22303,Epuru Bit - II (G V R Palem),,,,,,,,,,,,,113.0,124.0,238.9,0.38,8.13,0.85,5.3,0.66,19.4,0.52,8.14,0.88,,,,,,,,,,,,
14.258000,80.032000,28_515_shc_2024-25.22655,Epuru Bit - II (G V R Palem),,,,,,,,,,,,,113.0,20.0,90.4,0.62,8.21,1.74,12.3,0.18,8.16,0.38,8.26,0.35,,,,,,,,,,,,
14.268000,79.578000,28_515_shc_2025-26.11194,Nellepalle,,,,,,,,,,,,,,,,,,,,,,,,,163.0,16.9,316.6,0.26,7.51,0.1,66.54,0.35,3.8,0.2,1.37,0.44
14.262000,79.598000,28_515_shc_2024-25.9479,Sankurathripalle,,,,,,,,,,,,,113.0,1.0,129.0,0.66,7.35,1.01,60.0,0.58,24.3,0.58,5.43,0.37,,,,,,,,,,,,
14.268000,79.602000,28_515_shc_2025-26.535,Vepinapiakkmambapuram,,,,,,,,,,,,,,,,,,,,,,,,,75.0,3.8,490.4,0.39,7.46,0.05,87.56,0.2,0.44,0.3,0.44,0.5
14.268000,79.602000,28_515_shc_2025-26.544,Nayanipalle,,,,,,,,,,,,,,,,,,,,,,,,,13.0,19.2,496.6,0.39,7.66,0.04,56.04,0.31,9.33,0.22,1.35,0.41
14.268000,79.602000,28_515_shc_2025-26.545,Vepinapiakkmambapuram,,,,,,,,,,,,,,,,,,,,,,,,,151.0,12.3,521.4,0.46,6.76,0.09,35.02,0.15,8.38,0.22,0.81,0.63
14.268000,79.602000,28_515_shc_2025-26.546,Vepinapiakkmambapuram,,,,,,,,,,,,,,,,,,,,,,,,,50.0,10.0,571.1,0.44,6.95,0.05,28.02,0.6,7.13,0.18,0.98,0.82
14.268000,79.602000,28_515_shc_2025-26.548,Vepinapiakkmambapuram,,,,,,,,,,,,,,,,,,,,,,,,,88.0,10.0,620.7,0.44,6.68,0.03,122.58,0.03,1.65,0.1,0.48,0.69
14.268000,79.602000,28_515_shc_2025-26.549,Vepinapiakkmambapuram,,,,,,,,,,,,,,,,,,,,,,,,,163.0,4.6,465.5,0.33,6.74,0.04,52.53,0.01,1.29,0.07,0.06,3.14
14.268000,79.602000,28_515_shc_2025-26.553,Vepinapiakkmambapuram,,,,,,,,,,,,,,,,,,,,,,,,,25.0,13.8,620.7,0.23,7.82,0.07,108.57,0.06,9.61,0.05,1.2,0.5
14.268000,79.602000,28_515_shc_2025-26.554,Vepinapiakkmambapuram,,,,,,,,,,,,,,,,,,,,,,,,,13.0,10.0,446.9,0.39,6.87,0.08,59.54,0.25,12.1,0.27,1.35,0.75
14.268000,79.602000,28_515_shc_2025-26.1496,Vepinapiakkmambapuram,,,,,,,,,,,,,,,,,,,,,,,,,75.0,23.8,571.1,0.33,7.87,0.03,52.53,0.28,2.28,0.15,1.4,1.19
14.268000,79.602000,28_515_shc_2025-26.2003,Vepinapiakkmambapuram,,,,,,,,,,,,,,,,,,,,,,,,,188.0,7.7,620.7,0.31,6.67,0.03,66.54,0.43,3.66,0.17,2.01,0.57
14.268000,79.602000,28_515_shc_2025-26.7049,Vepinapiakkmambapuram,63.0,6.0,124.0,0.23,8.2,0.3,50.0,0.18,1.82,0.74,5.4,0.11,,,,,,,,,,,,,125.0,24.6,595.9,0.26,8.22,0.03,35.02,0.25,3.18,0.15,1.98,0.09
14.268000,79.602000,28_515_shc_2025-26.7050,Vepinapiakkmambapuram,,,,,,,,,,,,,,,,,,,,,,,,,226.0,23.8,564.9,0.34,6.85,0.01,42.03,0.25,3.18,0.09,0.68,0.06
14.268000,79.602000,28_515_shc_2025-26.7132,Vepinapiakkmambapuram,188.0,34.0,260.0,0.88,6.9,2.6,50.0,0.77,8.08,0.51,9.2,0.15,,,,,,,,,,,,,125.0,25.3,620.7,0.34,8.1,0.01,35.02,0.13,2.19,0.03,0.57,0.13
14.268000,79.602000,28_515_shc_2025-26.8226,Vepinapiakkmambapuram,,,,,,,,,,,,,,,,,,,,,,,,,163.0,9.2,595.9,0.26,7.6,0.02,45.53,0.38,3.22,0.15,2.01,0.19
14.268000,79.602000,28_515_shc_2025-26.8227,Vepinapiakkmambapuram,,,,,,,,,,,,,226.0,145.0,83.9,0.21,8.32,0.1,12.3,0.18,18.14,0.21,10.14,0.6,88.0,28.4,558.7,0.26,7.67,0.03,45.53,0.03,0.75,0.03,0.23,0.03
14.268000,79.602000,28_515_shc_2025-26.8251,Munagala Venkatapuram,,,,,,,,,,,,,,,,,,,,,,,,,88.0,2.3,620.7,0.2,7.65,0.08,45.53,0.37,4.18,0.09,0.98,1.89
14.268000,79.602000,28_515_shc_2025-26.8306,Vepinapiakkmambapuram,,,,,,,,,,,,,,,,,,,,,,,,,213.0,43.78,620.7,0.23,7.64,0.02,28.02,0.21,4.18,0.22,1.98,0.25
14.268000,79.602000,28_515_shc_2025-26.8307,Vepinapiakkmambapuram,,,,,,,,,,,,,,,,,,,,,,,,,176.0,11.5,620.7,0.26,8.21,0.02,136.59,0.07,2.2,0.21,0.73,0.25
14.268000,79.602000,28_515_shc_2025-26.11097,Sankurathripalle,,,,,,,,,,,,,,,,,,,,,,,,,188.0,20.7,520.7,0.26,6.6,0.02,80.55,0.25,3.75,0.2,0.08,0.44
14.268000,79.602000,28_515_shc_2025-26.11098,Munagala Venkatapuram,,,,,,,,,,,,,,,,,,,,,,,,,13.0,8.4,577.3,0.38,7.59,0.01,42.03,0.3,2.55,0.03,11.59,3.14
14.268000,79.602000,28_515_shc_2025-26.11104,Munagala Venkatapuram,,,,,,,,,,,,,,,,,,,,,,,,,75.0,8.4,602.1,0.39,7.43,0.05,42.03,0.42,2.16,0.17,1.25,2.52
14.268000,79.602000,28_515_shc_2025-26.11106,Munagala Venkatapuram,,,,,,,,,,,,,,,,,,,,,,,,,251.0,13.8,546.2,0.34,6.69,0.1,108.57,0.55,3.1,0.2,0.37,0.94
14.268000,79.602000,28_515_shc_2025-26.11107,Munagala Venkatapuram,,,,,,,,,,,,,,,,,,,,,,,,,63.0,17.7,521.4,0.37,7.37,0.01,115.58,0.3,3.21,0.26,4.37,0.94
14.268000,79.602000,28_515_shc_2025-26.11108,Munagala Venkatapuram,,,,,,,,,,,,,,,,,,,,,,,,,188.0,14.6,521.4,0.2,7.42,0.02,35.02,0.38,3.18,0.25,2.18,0.5
14.268000,79.602000,28_515_shc_2025-26.11109,Munagala Venkatapuram,,,,,,,,,,,,,,,,,,,,,,,,,188.0,7.7,571.1,0.2,7.4,0.01,35.02,0.29,14.33,0.15,2.18,0.57
14.268000,79.602000,28_515_shc_2025-26.11110,Munagala Venkatapuram,,,,,,,,,,,,,100.0,7.6,77.5,0.5,8.16,2.31,101.9,0.86,29.96,0.84,10.52,1.29,226.0,15.4,552.4,0.39,6.79,0.01,42.03,0.32,5.18,0.18,0.12,0.38
14.268000,79.602000,28_515_shc_2025-26.11111,Munagala Venkatapuram,,,,,,,,,,,,,,,,,,,,,,,,,100.0,16.9,496.6,0.26,7.52,0.02,59.54,0.17,2.17,0.35,1.35,0.5
14.268000,79.602000,28_515_shc_2025-26.11113,Munagala Venkatapuram,,,,,,,,,,,,,,,,,,,,,,,,,13.0,9.2,434.5,0.39,7.58,0.01,35.02,0.22,3.89,0.25,0.15,0.13
14.268000,79.602000,28_515_shc_2025-26.11114,Munagala Venkatapuram,,,,,,,,,,,,,,,,,,,,,,,,,125.0,6.1,515.2,0.34,6.64,0.06,35.02,0.28,5.31,0.31,1.33,0.09
14.268000,79.602000,28_515_shc_2025-26.11116,Munagala Venkatapuram,,,,,,,,,,,,,,,,,,,,,,,,,276.0,14.6,620.7,0.59,7.65,0.01,70.05,0.13,3.92,0.01,0.56,0.63
14.268000,79.602000,28_515_shc_2025-26.11120,Munagala Venkatapuram,,,,,,,,,,,,,,,,,,,,,,,,,213.0,4.6,471.8,0.2,7.55,0.01,63.04,0.14,4.95,0.33,0.98,0.25
14.268000,79.602000,28_515_shc_2025-26.11124,Munagala Venkatapuram,,,,,,,,,,,,,,,,,,,,,,,,,163.0,17.7,509.0,0.39,7.69,0.02,59.54,0.35,9.13,0.22,1.67,0.25
14.268000,79.602000,28_515_shc_2025-26.11127,Munagala Venkatapuram,,,,,,,,,,,,,,,,,,,,,,,,,151.0,14.6,434.5,0.31,7.67,0.02,87.56,0.17,2.15,0.03,1.38,0.57
14.268000,79.602000,28_515_shc_2025-26.11671,Vepinapiakkmambapuram,,,,,,,,,,,,,,,,,,,,,,,,,138.0,16.9,515.2,0.47,6.65,0.08,80.55,0.31,0.18,0.15,2.11,0.66
14.268000,79.602000,28_515_shc_2025-26.11672,Vepinapiakkmambapuram,,,,,,,,,,,,,,,,,,,,,,,,,188.0,20.0,422.1,0.46,7.75,0.07,129.59,0.22,4.41,0.27,3.15,0.6
14.265000,79.735000,28_515_shc_2025-26.2074,Orupalle @ Turimerla,,,,,,,,,,,,,,,,,,,,,,,,,226.0,11.5,298.0,0.44,8.37,0.2,45.53,0.22,3.73,0.31,2.01,0.38
14.268000,79.968000,28_515_shc_2024-25.22116,Survepalle Bit 閳 II,,,,,,,,,,,,,213.0,35.0,161.4,0.11,8.16,1.29,1.8,0.16,7.16,0.26,7.21,0.98,,,,,,,,,,,,
14.268000,79.998000,28_515_shc_2023-24.7528,Survepalle-III @ Iskapalem,138.0,64.0,162.0,0.58,8.3,0.3,7.0,1.2,5.78,0.03,4.0,0.34,,,,,,,,,,,,,,,,,,,,,,,,
14.262000,80.008000,28_515_shc_2024-25.21585,Pudiparthi,,,,,,,,,,,,,88.0,68.0,413.3,0.23,8.63,0.76,26.4,0.28,9.28,0.28,9.16,0.6,,,,,,,,,,,,
14.262000,80.008000,28_515_shc_2024-25.22270,Pudiparthi,,,,,,,,,,,,,151.0,16.0,619.9,0.38,7.65,1.43,40.4,0.24,7.14,0.46,3.21,0.35,,,,,,,,,,,,
14.268000,80.008000,28_515_shc_2024-25.21858,Survepalle-III @ Iskapalem,,,,,,,,,,,,,163.0,51.0,232.5,0.2,6.62,0.59,10.5,0.38,6.28,0.58,5.04,0.41,,,,,,,,,,,,
14.268000,80.022000,28_515_shc_2024-25.21671,Punjulurupadu,,,,,,,,,,,,,188.0,57.0,142.1,0.52,6.42,0.41,29.9,0.21,6.24,0.26,7.28,2.05,,,,,,,,,,,,
14.265000,80.025000,28_515_shc_2024-25.21731,Punjulurupadu,,,,,,,,,,,,,201.0,97.0,387.4,0.1,6.18,0.17,33.4,0.76,9.18,0.38,8.26,0.44,,,,,,,,,,,,
14.262000,80.058000,28_515_shc_2025-26.7496,Narikellapalle,,,,,,,,,,,,,,,,,,,,,,,,,226.0,21.1,77.3,0.47,7.18,0.26,28.02,0.51,5.14,0.28,3.88,0.03
14.272000,79.612000,28_515_shc_2024-25.5259,Vepinapiakkmambapuram,,,,,,,,,,,,,163.0,17.0,122.0,0.64,8.16,0.33,47.0,0.46,38.5,0.75,2.48,0.12,,,,,,,,,,,,
14.272000,79.618000,28_515_shc_2025-26.1668,Sankurathripalle,,,,,,,,,,,,,,,,,,,,,,,,,88.0,10.8,571.1,0.34,8.01,0.02,42.03,0.31,2.48,0.25,5.31,0.13
14.272000,79.618000,28_515_shc_2025-26.4573,Sankurathripalle,,,,,,,,,,,,,,,,,,,,,,,,,176.0,8.4,589.7,0.21,7.99,0.02,28.02,0.22,5.16,0.31,2.0,0.13
14.272000,79.618000,28_515_shc_2025-26.4604,Sankurathripalle,,,,,,,,,,,,,,,,,,,,,,,,,201.0,3.8,434.5,0.47,8.19,0.03,185.62,0.23,2.28,0.38,1.47,0.25
14.272000,79.618000,28_515_shc_2025-26.4605,Sankurathripalle,,,,,,,,,,,,,,,,,,,,,,,,,13.0,10.0,608.3,0.26,7.78,0.01,35.02,0.25,3.18,0.37,2.15,0.25
14.272000,79.618000,28_515_shc_2025-26.4616,Sankurathripalle,,,,,,,,,,,,,,,,,,,,,,,,,213.0,1.5,478.0,0.21,8.08,0.01,129.59,0.06,6.21,0.23,0.18,0.25
14.272000,79.618000,28_515_shc_2025-26.4617,Sankurathripalle,,,,,,,,,,,,,,,,,,,,,,,,,251.0,6.9,620.7,0.33,7.68,0.04,52.53,0.41,3.55,0.18,0.78,0.06
14.272000,79.618000,28_515_shc_2025-26.4622,Sankurathripalle,,,,,,,,,,,,,,,,,,,,,,,,,163.0,8.4,415.9,0.34,8.16,0.01,192.63,0.11,2.01,0.05,0.46,0.09
14.272000,79.618000,28_515_shc_2025-26.4838,Sankurathripalle,,,,,,,,,,,,,,,,,,,,,,,,,25.0,20.7,459.3,0.44,8.07,0.01,66.54,0.41,2.16,0.18,1.24,0.06
14.272000,79.618000,28_515_shc_2025-26.4870,Sankurathripalle,113.0,6.0,215.0,0.21,8.6,0.8,78.0,0.51,7.2,0.04,6.3,0.08,,,,,,,,,,,,,113.0,12.3,602.1,0.39,8.17,0.01,59.54,0.17,3.19,0.2,3.14,0.06
14.272000,79.618000,28_515_shc_2025-26.4895,Sankurathripalle,,,,,,,,,,,,,,,,,,,,,,,,,138.0,6.1,514.5,0.37,6.95,0.01,21.01,0.22,1.41,0.01,0.16,0.06
14.272000,79.618000,28_515_shc_2025-26.4911,Sankurathripalle,,,,,,,,,,,,,,,,,,,,,,,,,201.0,2.3,521.4,0.34,8.09,0.02,80.55,0.28,4.91,0.07,2.33,0.19
14.278000,79.738000,28_515_shc_2025-26.1551,Kalichedu,,,,,,,,,,,,,,,,,,,,,,,,,201.0,33.8,310.4,0.14,8.53,0.19,59.54,0.14,1.95,0.24,4.97,0.82
14.278000,79.738000,28_515_shc_2025-26.4195,Griddalur,,,,,,,,,,,,,,,,,,,,,,,,,213.0,7.7,223.5,0.11,8.5,0.22,28.02,0.17,2.33,0.39,2.05,0.38
14.278000,79.742000,28_515_shc_2025-26.5389,Griddalur,,,,,,,,,,,,,,,,,,,,,,,,,201.0,15.4,180.0,0.1,8.33,0.12,122.58,0.38,5.1,0.37,1.38,0.44
14.278000,79.742000,28_515_shc_2025-26.5406,Griddalur,,,,,,,,,,,,,,,,,,,,,,,,,176.0,23.8,384.9,0.2,8.33,0.22,42.03,0.41,2.47,0.22,1.75,0.5
14.278000,79.828000,28_515_shc_2024-25.984,Akkampeta,,,,,,,,,,,,,176.0,1.0,136.0,0.84,8.37,0.24,2.0,0.86,9.36,0.81,7.21,0.34,113.0,6.1,347.6,0.12,8.3,0.1,45.53,0.38,4.87,0.22,5.21,0.66
14.278000,79.828000,28_515_shc_2024-25.5652,Akkampeta,,,,,,,,,,,,,100.0,164.0,297.0,0.26,8.15,0.1,5.0,0.76,10.8,0.14,7.21,1.38,,,,,,,,,,,,
